fp,date,title,summary,source,url,sentimentscore,sentimentmagnitude,sentimentlabel,impact,category,mat_reason,cached_at
343139e8375bfdbc764840a405ec5eb6d287a69c,2025-11-13,ソニーα7 VはコンポジットRAW撮影モードを搭載している？ - とるなら,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMihAFBVV95cUxPaWpvQS1HZmFfbktQS3o5MVdzOTFfamxDb1QxZ01tYloxNVlWTDVVRWdnLW5LZUtWTkV2ZXZqRGlWOHZsUy0wUnJ4bUZsNDNHWndHdWJ4ckdFM044cHl0eGNBNl80UXNjakVQbEJ6eFhkOE56YWFEcy1aSENTTXlZbDRzS0I?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:28:28
a4d6c6fad5eed7f7ace45576e42cee42db820d88,2025-11-13,日本株ADR12日、全面高 オリックスとソニーGの上げ目立つ - 日本経済新聞,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOaVE2WldZSFpvUTZxWG9zc0tHbWUzMXUyQk5RMG9peGVmOEdfaXVVYjlYaVdaejhDTFJhU1hXaVUyVE1pSnY0bldCQy0tcVlaM0Q0SnctUGRQSnJ1Q2VLRmZmV2lZdWdKbVB2WWpXZHRfNWhpWFpqVVZUbkRwQWNjYjhCNk5TSVVFS3NjblhmWkc0RnFZYTRyY2otZlVSNGhnQUc5M2U2NkU?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:28:29
ea196c8478d6876eebd128afc8cb56e63dace0ec,2025-11-13,ソニーグループは2025年度第2四半期も過去最高業績、イメージセンサーが絶好調（MONOist） - Yahoo!ニュース,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMif0FVX3lxTE1pVzk1N1E2V0RIaG1tS1pyN185dDNRV1c3c29ENDRTUHBRZUNMbGhjWUJrWGRsOC1kaTdYeWE2eFg4eGhMZDRVVXNGLVFBZjZfLUd4RERVajBYNGg4T2VLZkxrMUFwTHFST2w1MmlUeTRBOHotTXhMUEZUSlp1ME0?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:28:31
70ca39f02d12b5689b491c7c513dbbf3e6d67fe0,2025-11-13,ソニー「BRAVIA 9」が2年連続液晶大賞！ミニLEDの画質は頭打ちなのか？～AV Watchアワード座談会・前編 - AV Watch,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMicEFVX3lxTE5ISWRWbkVySVFWRkR3YUJrLUZGV0lVazFaSFJZOGlnZmo3MWZOcW8tUHFMc28zRG1xWE04dGVuTnlHTzdLaVdMY1pYMmNIQmxKejd2Y2ZvN1JFZFJTN2w4d0ltNWtfVDJqNWpyTm9zNFI?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:28:32
a13456fe1051c9351118e59d675276d4c8f1f4dc,2025-11-13,ソニー・ピクチャーズが語るローカルIP戦略。「我々は世界中でローカルになる」【TIFFCOMレポ】 - Brand New Creativity,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiWEFVX3lxTE9hVklLNjlDSjVRaERQdnpzVnROcUpWVmNhRFpjV2hmVjVfQXFuVnlybjNWMjhBVkxQNURqR2Y2ajNEejNWYVJFYUpSMlFZRUxoQVNIekdUaV8?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:28:33
8e0ca0989ada6febdd2c59d34116af4fdea3ea35,2025-11-13,ソニーが“香り”でつくる新感覚イベント「におい展PLUS+」東京スカイツリー®で開催決定！ - PR TIMES,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiakFVX3lxTE9OdS1YZnhuSnVPNTFJUU83eUZkS2ZGWGpTenREdEd6RmtBX1hQMWJxY1FlRmp0OUxHRERBZjlRMF83bk9RU2ctNjMyMl9rV1FWMU5RVGZIYVJ1UWhrOHJpTkJkQmMzR01tWEE?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:28:35
7ce19b3b819a989acf9524342bd23ffc1485b28f,2025-11-13,ソニーグループ、25年4月～9月期の⾳楽分野は増収増益 通期見通しを上方修正 - 音楽業界総合情報サイト,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiVEFVX3lxTE1sd2NsV2F4aDFCeVdDTXVxczZxZ0h1anZVdGJsR2ZuQjhPa0hYVUtMZlRkdFYxeE5RZEdFRnA0TGptejNpeUtIVXhHM1RFU1lYc0xPNg?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:28:36
9dfda4be4179a387f55d6ae00fe0476c6239c386,2025-11-13,ソニー デジタル一眼カメラα、超望遠αレンズ用ソフトキャリングケース「LCS-LTL」・「LCS-LTM」・「LCS-LTS」12月19日(金)発売。ソニーストアで11月19日(水)10時から予約開始。 - ソニーが基本的に好き。,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiU0FVX3lxTFBpVTktUGNKelJTMzV3SHV5dmtDWmJ2bEhqNVpHYmMxZWZWOXkwa2h4eVo3VXczUV94bXZZdEhFZ0VxMldfb1g1UmpqZndUbUZJVUxZ?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:28:37
79b049fdb5500ab9132f0eaee1740f163b9f65ce,2025-11-13,【株式】Link-Uグループ、買い殺到しストップ高に ソニーGが決算説明会で「クランチロールマンガ」に言及し思惑再燃 - gamebiz【ゲームビズ】,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiREFVX3lxTFBvb09YTUtLcUZvaHVnMm1CbHZLQ1hIM0MzVlB5elRXamUta2ctd2ZobHFLbGhXUTgwOXp3Y2pCSEZLTjgt?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:28:39
3c004c307b69c737c83a2b491a28b87b3d15f8bc,2025-11-13,"PlayStaion5 デジタル・エディション 日本語専用(CFI-2200B01)、ソニーストアで販売開始。55,000円(税込)、発売日の2025年11月21日頃お届け。 - ソニーが基本的に好き。","Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiTkFVX3lxTFA1VUtjY3FuQUdnOXRGSjlSZDJDYWU5cFI1TzdtUVlGckxLY0xadkNUSUhUc3YxeWN6TFZMS1g0d3N0RWdCT3AzWWtSOW9pdw?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:28:40
cd3611e50c25ee662b003007d6e0c1184f988aa8,2025-11-13,【株式】Link-Uグループ、買い殺到しストップ高に ソニーGが決算説明会で「クランチロールマンガ」に言及し思惑再燃(gamebiz) - Yahoo!ファイナンス,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMihwFBVV95cUxQQkFsVlVfcG1BQmo0a215YVRZWXZUSWhHcWt5MUZvaHhzVGtmNjhsQXZXczNZN3JkT1FwTGJTeERNRlo2THpvbTF6eENMZExvMkRXbWgxNVFyTEJ6SkVjdGd2LTZ5SGp4OUNLdFZ6VzFSMXN4R25mbFZEZHZ5UGxtRG05Mmp4ZWM?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:28:42
296224ba6cb4c20d8546563d3157d1927607a4a9,2025-11-13,ソニー、α向けレインカバーと超望遠レンズ用ソフトキャリングケースを発表。過酷な屋外撮影をサポート - pronews.com,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5GOHlscnBGTk5SRWtVS0xTazJmZG1GSEJ2RGpUZEI0Si1nNHRJRFE2MnlVblRvQVlwamprNVFhOE1DUC1DYUR1SzY2WEVXc29TOFJjWEZ2Rm52R3RkV3R2ag?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:28:43
bbcc189b677ed9c7e727cf7f8cc3090f794b9b3b,2025-11-13,ソニー「α7V」と「α7IV」の背面の比較画像 - デジカメinfo,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiV0FVX3lxTE1zZ0lyM19ZbktvZmlIdGh3RnVxUTV6bHF3blZ3SExHNWRkRURtc1VlRlVtLXctUkhkcEhGVlVmUXJaUUJ2OU5LZTg3MmY5Mnh0VDdCeEZwSQ?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:28:44
3c3c3ebdaaf30607ead81e423b10bc5c7c1782ac,2025-11-13,クレディセゾン、ソニー損保と「セゾンの自動車保険 by ソニー損保」を提供開始 - PR TIMES,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiakFVX3lxTFAta2J0NVd6SXJGYUJhcEdsR1VnOV92VDBsUmhIUVU5YlBmSXFnVzBadmh1dHQ1SXBaYTdqN25zcXljTlhPS1EwbFc0SElobER2RTA1d0szNEZpazd5Nm5lcWhUM3U4eXlacEE?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:28:46
c96a6589c930b145575da70109744b5c52e97847,2025-11-13,皇居にデジタル江戸城 ソニーG、タクシーツアー開始 - 日本経済新聞,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMibEFVX3lxTE1leTlrRjVQa2VjNW94VWNRLVhsX0FCaENtOEdzd0FTa1U5QThLdGg5YXZGcVhWQ2NVa1NXd3EwU0JoaWhldzJrSC1rWTNBd3BxVGEtRk1yTjRBQm5uTnNZTkpjR3VfRTlFNUQzOA?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:28:47
df2f5ca432595316a19b1f814d771381107ce4ab,2025-11-13,ソニーとATP Media、戦略的パートナーシップを締結 - 日本経済新聞,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMibEFVX3lxTE9xZWRLcDJHQ1VJbUd0U0w0dVN2X2ZKOGNBa0Y0Y1FZTkhmVFJUVWtMY1JOZXlXRWRicFNDSWR3dkY1d1lSNHNXWmNOUHhtd1lGTV9rQl9Gei15eXdlc0JvNmhWVXJHN2xsbUFneg?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:28:49
d48d05ded1406869d33f5a1e1030bd219aceccaf,2025-11-13,ソニー、5.5万円の「PS5」予約受付開始 11月21日発売へ - ASCII.jp,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiVEFVX3lxTE5UaDZxTF8tc1VYWFE3ZHJHb3BuZ0FjY2k1eWlha2pKVEQ3TnlmMlJvbVc0b19EeC1CV0VjQWVxVl92dWRRd2ZONHlKVG9kUUFhb0wxQg?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:28:50
aad947fcc8776df83ca5868583c928254897665e,2025-11-13,ソニー、テニス中継にAR導入 選手データをリアルタイム表示（Impress Watch） - Yahoo!ニュース,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMif0FVX3lxTFBYLWxrV21fanNibjlEa3l2NjZCeHM5X1NqcG9iRXJ0eFl5WW5xQ3NxcHQ4VlVIamduX3JWaUxDUElvRHVsZVFTMlVsLWFjQUZOMUJ3RjFwNm90b3RQSl9VR2lxWS1TdWEtQnR0T3BPMDRrcFhrUFlUUzdmdWljWGc?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:28:52
ef18579d33918fb9f57334953698649ae88f8955,2025-11-13,ソニー「PS5」発売5周年、累計販売台数8400万台突破 - ASCII.jp,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiVEFVX3lxTE1DSFMybXBEc1NMUHJkUmdkNEpFVDVXc2dIR2xRZzh0WlZJaW1vMl95ajFLSDVDWXhoY3c0NDJaOEZ1WVo5ak9ZLWpFbnc4Q1V4dlhoeA?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:28:53
bd12a81374cd8f3e785052454dbc383286e7bc9c,2025-11-13,"【アナリスト評価】ソニーＧ、レーティングやや強気、目標株価5,200円（日系中堅証券）(アイフィス株予報) - Yahoo!ファイナンス","Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMihwFBVV95cUxPU3ZCeHlaZXhzVFJWOEN0SmpPa1pTbjUyNE5QdmpPMzlKcnJqYmhJZXFkcjl0VnR2dDAtV3pHR1N1VHl5V3ptcFlqdy1kVHlsdThmUnVCbFlpOHZReDVacEh5ZEpQQWhaYXc5REVZSlpTaTlhbkEyUHpjVVNKWHFMVWNOZDdCUDg?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:28:55
26cbb11ac1c777685be44e35213a926f147255f3,2025-11-13,ソニーα キャッシュバックキャンペーン対象製品早見表【2025冬】 - とるなら,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiWkFVX3lxTFBWcDZ0d1JHeWMzU2tMRHpjWlJxeWFUYmxzUVJXamMyc3VJdDJDeXU1Wnp3VVd6Zm4tV2k1d3ZUeWJnYjI0RHp3Q3hvVnBsWFJVWEZtU1Y3ZU1Jdw?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:28:56
f45072ddd45a5dee5687e23a08baa87ca54baeac,2025-11-14,［動画］ソニーも進める「賞与の給与化」 一石二鳥のからくりとは？ - 日経ビジネス電子版,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE42TjNyTGdraTdfRkxHbk11WnVnQkE1dUthTkhQT0ZPWUpuZ2RRZnhzRkFQN1U0bDBvUHVYd2l0Y3lIMFotWldKdDk0OVA0ZVludHIxVTZ3U0xCNG52SGV5cmJNRGNHU2c?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:28:58
d75671dfd86a048e2c7daac87733ec2a5c71ec82,2025-11-14,ソニーグループ（6758）の株価は▲0.4%の下落。配当利回りは0.48％（2025年11月13日・株式取引概況） - LIMO | くらしとお金の経済メディア,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiTEFVX3lxTFBWQXZWbWJrakJSUFFMd194VzFoRFptSjVRTFdOcHRGaDd0WnFsOHpQTWEyMThWQ3VfTEJXYUIxR0JqM1RZV2w5M0d4eEM?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:29:00
bc2a437e6977337867eeb6e459e31a4316751bc4,2025-11-14,ソニーα7 Vは12月2日に発表される？ - とるなら,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMifEFVX3lxTE5EaWdVX0lMT21mQzJCbDYxZHp0bGN4czktM25ESk1vaHZ2ZXBLRmJKWHFiRTh6MDFRNEc1cXJFRWxNbEpFN1BWWmFuR05OZThhaDlnUVZBYjZsX2hpMEJuOEFydXdyLXk2eW1EYjZ2UGRhaU84UF9rTDBvZ1k?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:29:01
d18a9d5d4a2043310f9237cff24fd60bc0a2a39f,2025-11-14,ソニーグループ（6758）の株価は▲0.4%の下落。配当利回りは0.48％（2025年11月13日・株式取引概況） - LIMO | くらしとお金の経済メディア,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiVkFVX3lxTE1mUEVRNHR0Y0NqbU5ST2o0XzZ1R3ppekd3OVZpRUFSbkVVdjVBZG1odUtEODJ5YXVFSmpXOGZpQ2h1UjRUMzVwLU1KemVaSDN0M0Q5VDFn?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:29:03
bdac37211ebfb20c828002fa3afead307a9bbc73,2025-11-14,サウンドバーデビューはソニーのコレ。高音質で味わう臨場感は高コスパ - ROOMIE,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiT0FVX3lxTE5WdHFmOTlvaVByRS1NQ3p2WUxCTDB3VHRtSVk0YUotTVBOay1HOUdpRWhyRUVLeGctZGdmWlhZR3BRTEhIc1AwRG85NXZkdmc?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:29:05
b09498e84c64737e445c52d8a88b122f4abef3c1,2025-11-14,ソニー・ホンダモビリティ、ADAS向けAIの高速学習サイクルを強化 - レスポンス,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiX0FVX3lxTE5Vb1NSTEdOOHg1T3NlMTRyZHJhc3BhMWN0VnJzU2I3T0d6TUdLUkJHemVCOHRrdGpwSXNleTNxZHVJYWE3VV9jZUJGNWlfWTJXYndmY2l3UzBGbG5LTWRz?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:29:06
2776e7257b30f8796425d9ccf57de4eac0f36a80,2025-11-14,ソニー、ホークアイの取得データを活用。野球の試合映像をサンリオキャラで再現（AV Watch） - ｄメニューニュース,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMie0FVX3lxTE9Bcldvek9vZjExLUI3V0puQXBKZkduS1BJWW42Y0lialQ4RW9RdzZPQlJTOUtJNVROWjFRMkRZTWp6Q2p1cWIxNUFDVFI3N1BvNjllb205X0liRnAySTZLUlpRUk5OM1IxSU5scUQ4Nl91ZVBWUWtxM0FVcw?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:29:08
bb1bf01454ac073ea6ef74259c7ef11d564ea9a8,2025-11-14,ソニー、ホークアイの取得データを活用。野球の試合映像をサンリオキャラで再現 - AV Watch,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiZEFVX3lxTE5Sak5XOWszQnFkQ1UzZ3lMRWdVeXpwYkQ2dmJOR1U5TGxfSVN6WFF5clExcnB3cXhzSVhhTWlwNWF0WkptQUVaM2J5dEI1aHZsdzRzNlo4UUUzaGRfYjJ1eWxaODU?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:29:09
de6c05225110ba19ca143f70c05a044cc80d67af,2025-11-14,「凛として時雨×Sony Store -Special Collaboration for Budokan-」が、全国のソニーストアで開催！2025年11月17日(月)～12月28日(日)。 - ソニーが基本的に好き。,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiV0FVX3lxTE5WSFg1YlBGQmpzSHhOSExpWk45S3RYSzJVV0UzQUE2eDg1OTVpaEtIZlRmY1Zfa3hvSnk4YVZWbEptZHNycXc1aXJOSWl5Vm9vaGpoMTRfOA?oc=5,0.625,0.3,positive,,unknown,,2025-11-14 14:29:11
fe0fd8ad2c45309db3acd7756947641e89dec022,2025-11-14,ソニーストア デジタル一眼カメラαボディ・レンズ「分割払い60回まで金利手数料0%キャンペーン」2026年1月14日(水)午前10時まで開催。大型キャッシュバックも同時スタート。 - ソニーが基本的に好き。,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiVEFVX3lxTFBsY1FtaE5VU0h4anpJME5OSEZ6ZVNTTTZfUEJFc3c5TXhLUkJqLTlZM29sRzJ6akhlR3ZXNHhKUmwyWGlDeTBDUGtiSC1abVJPdy1jeA?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:29:12
8ec05bbf1f3793725e238e61a8b0a684b550745e,2025-11-14,ソニーフィナンシャルグループ【8729】、上期経常は赤字転落で着地 | 決算速報 - 株探ニュース - かぶたん,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiU0FVX3lxTFBzQlJseUVGYTB1dUtlYWNYOGYweko4NEd2OGRVcG4xWE9QaHBhQ01meVpsSlNvMHBlZm1OdzJlclZuQUtuRnlTLTdBOEdxTFh6OWxZ?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:29:14
fe98807579d111c08a0a1990e6aa692d1167562f,2025-11-14,ソニーＦＧ - 日本経済新聞,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiakFVX3lxTE96RHFqaVNlNENiLUg1a240ZXdRZjl1dXN0NW5kbkdaQWJUTW1NRU1xTTdsSU95cS1vcWZ4ZkI4bTBmUE4zdFB2UTJfRHpJX2hWS0VhU1lERkF2ZTZ5S2QybXlqZ2ZhOWFmWXc?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:29:15
0ace1beec0f35b65a2f4e74111da6d091f62fe85,2025-11-14,"【決算速報】ソニーＦＧ、中間経常-19,351百万。(アイフィス株予報) - Yahoo!ファイナンス","Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMihwFBVV95cUxQdHh2eS1ESUNrMkRyTG9BRDZqaUNTYTlWemMxRm1hTkRqbC1pNlEzbDZjN21wQTdfUkZkcWdZaFVMdTdWSUNBSzlEOTByMjFCSEQ2dUJORXNOWkM1aHBlMjBvRE5mbVJDaVdVZGdJRjREejNRbWxGQXQyY2dFQkgwbDhOOGxOVzg?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:29:17
cd6392744b92e512cd15ad94e0606c517c27a92e,2025-11-14,【決算速報】ソニーＦＧ、上期経常は赤字転落で着地(株探ニュース) - Yahoo!ファイナンス,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMihwFBVV95cUxORGtxUk9Ec0pCam1JbldkdlVQbnF0bFNQbzVwc01ucmp4NlppX1hqR0xVN3BuSG9XMUl5WVYxYng1M0hXcmZNR0I2N1VFejdfLU0wQlRVa1c4aGpmSGJrOXhMMVlSNzlza1FEWXpXNHpUOHFyX3BnTGh2QkJaSjhpajAwWVM1S2s?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:29:18
87db04e07ade0d35a884a9e50ae712d6745b600d,2025-11-14,ソニーの嗅覚技術で楽しむ「におい展PLUS+」東京スカイツリーで開催 - いこーよニュース,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiUkFVX3lxTE9YU2pCUXNCTlVtemdtU09YVDd3ZlM3YWNZYWhvY2R1U2tqdjZ6MkgtQXZoWDN4ZWdLOEI4MTZ2a1JTdFB3V3BhWkpJMUdvNmtpVXc?oc=5,0.75,0.4,positive,,unknown,,2025-11-14 14:29:20
217c3997e1cd16f6040846852f0eff172413ae67,2025-11-14,ソニー「α7V」の発表日は12月2日？ - デジカメinfo,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiV0FVX3lxTE1MVE5hTjEzU3pZSlBQNy1MSFJxQXRwV2Q4S2dYTDB2ZGdmd0RlQlBVaTVPbUgwQUJBdG1hRm00eWF2RXdsamgxNGlfZlZaZE8tNlF3dG1aSQ?oc=5,0.25,0.3,positive,0.3,product,"The text discusses the rumored announcement date of a new Sony camera, the α7V. A new camera release could have a small impact on Sony's stock price.",2025-11-14 14:29:23
f6b86b0fb58aac8cf6a894642000bfe42d2835c8,2025-11-14,ソニーFG－4～9月期の連結経常損益は193億円の赤字に転落〔DZH 個別株情報〕(時事通信) - Yahoo!ファイナンス,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMihwFBVV95cUxOMllRUTh3OXFYLVlYeXl5RnJybFM5NXd3X05nd056Wk1rZDhfTmw4elRHc3VvZ25uVFV3dHdNQkE5QVUySzZiZl93UXRBRFlkZ2xSVmxfNm84T01KYnEzRUZmVmhybW1RSHhCbFNEV0FKa3VRVDZmT0R2aWRoLU84eWtiaGdCbUU?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 14:29:25
12bdbf9c3fdc6a7a2abc2546ae392ece05680965,2025-11-14,ソニー上期ゲーム事業、『Destiny 2』関連で減損損失計上するも3割の営業増益、アドオンの売上好調【ゲーム企業の決算を読む】 - GameBusiness.jp,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiaEFVX3lxTE1TVl9GVG4ybERfQ0hNZFcwZ3pVdXhRSTJsS2h2dXJHc25VdnRkbjZwLWpMNS1McWNoQjBJMjRTWXhWRVE5MDByT0M1dUpFTTl5WlJONUYteEkydWQ1eWFMclVKMXlEempD?oc=5,0.0,0.5,neutral,0.4,earnings,"The article discusses Sony's game business earnings and a significant impairment loss related to Destiny 2, impacting overall profitability. It mentions a 30% increase in operating profit and strong add-on sales, directly relevant to Sony's financial performance and potentially influencing investor sentiment.",2025-11-14 14:29:27
38e2afb1f3e9846b1de248e90652529a9237c733,2025-10-10,NPBエンタープライズ、KONAMI、ソニーによる日本野球機構（NPB）公認のプロ野球速報アプリ『NPB+（プラス）』共同事業について | 株式会社コナミデジタルエンタテインメント - KONAMI GROUP CORPORATION,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMickFVX3lxTE9GWXc3aUh6bE5BbTNMYWV3SEFUQnlZMzltV3o4ZVYtU3NPRFV3Z3ZvUl95akRWODFXR19qekxqTUtJYXFrN0VBbTVzVkFUaWpnTnBLNGJmQUMyUy13YTNQRDQyQWcxV3pyd1ZFZ2RTeFJHQQ?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 15:22:03
f2ddaa35ce4668ad83217330b6751dc830830d88,2025-10-10,【重要】一部ソニー製品のサポート終了について - U-NEXTヘルプセンター,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiXEFVX3lxTE9SeF9PUGV3VF9ZekFEcnF1RFZiUjBXYW1sSDViUmN6dmU1NFZEVjRFV0R0MkhlNExhVmxjR2l3SGNyb3NSRWNva0hlOVFUc2hhSlN6bmswRmttOVJy?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 15:22:05
b75ab86ba174d249b934d26bc2400f8a5b678dab,2025-10-15,インハウスデザイナーの夢とロマンを紹介する「Industrial Romanticism」展にソニーのデザイン部門が出展 - PR TIMES,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMiakFVX3lxTE9waHZMWlRhZ3Q5d0JobVhndkFha2RWc0dBQ29aLWhKMnFvY0RCQXJ3T294M1JGc0FBLUpzYzFaX1BsbzdoeTF1UFg0RUd1M1R6SFlXc09LSlJUVVNZaThXYklzMUR6WG5WaGc?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 15:22:08
85cd5089a417ddff07d40d55f33b9792404178f6,2025-10-16,挑戦の数だけキャリアは作れる。タクシーアプリ「S.RIDE」の生みの親が語る、ソニーという可能性。 - Sony,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",,https://news.google.com/rss/articles/CBMid0FVX3lxTFBiT2twT1REajFSbWJQdnFPX0s5NHl6VGtCS0pwaWUyeHp6TXhQLW5leGVlSmI2RDh3WV9YZ3FMRkRJcFJJVUFYbjNSN09LSXY1SU1VWlgyenNHWVBwaDdJRVo1TkM2bkJ5OURLUDZ4UVAyanNvcTBn?oc=5,0.0,0.5,neutral,,unknown,,2025-11-14 15:22:09
